source	title	description	url	publishedAt	content
Daily Beast	In ‘May December’ & ‘Priscilla,’ Abuse Isn’t So Complicated	"Photo Illustration by Luis G. Rendon/The Daily Beast/A24/Netflix
The best satires lampoon human behavior that isn’t that totally obvious to the people who exhibit it—or even the ones who think they understand it.For instance, while I enjoyed critically accla…"	https://www.thedailybeast.com/obsessed/may-december-and-priscilla-reject-redemption-plots-for-abusers	2023-11-18T04:06:55Z	"The best satires lampoon human behavior that isnt that totally obvious to the people who exhibit itor even the ones who think they understand it.
For instance, while I enjoyed critically acclaimed b… [+5928 chars]"
Nofilmschool.com	'Killers of the Flower Moon' SFX Coordinator Breaks Down the Epic's Biggest Effects	Killers of the Flower Moon is traditional big-budget filmmaking at its finest. It is the type of film that feels almost rare these day, and when you catch a moment that sparks your interest (both as an audience member and as a filmmaker), you want to know mor…	https://nofilmschool.com/killers-of-the-flower-moon-sfx	2023-11-10T17:00:04Z	Killers of the Flower Moon is traditional big-budget filmmaking at its finest. It is the type of film that feels almost rare these day, and when you catch a moment that sparks your interest (both as … [+24221 chars]
Deadline	‘Napoleon’ World Premiere: Watch Ridley Scott Introduce His Historical Epic; Vanessa Kirby & Sony’s Tom Rothman Share Post-Strike Thoughts On Red Carpet	Paris’ Salle Pleyel hosted the world premiere of Ridley Scott’s Napoleon this evening, rolling out the red carpet for the epic that stars Joaquin Phoenix and Vanessa Kirby. Scott, the two leads and actor Tahar Rahim all were in attendance for the unveiling of…	https://deadline.com/2023/11/napoleon-premiere-joaquin-phoenix-ridley-scott-vanessa-kirby-1235611371/	2023-11-14T21:16:25Z	Paris’ Salle Pleyel hosted the world premiere of Ridley Scott’s Napoleon this evening, rolling out the red carpet for the epic that stars Joaquin Phoenix and Vanessa Kirby. Scott, the two leads and a… [+3615 chars]
BBC News	Ansu Keita: Liberia head coach misses World Cup qualifier after death threats	Liberia manager Ansu Keita on how death threats from fans forced him to miss a 2026 World Cup qualifier.	https://www.bbc.co.uk/sport/africa/67509890	2023-11-24T12:30:41Z	"Ansu Keita said he was motivated by ""people who doubt me"" when he was appointed Liberia head coach
Head coach Ansu Keita missed Liberia's most recent 2026 Fifa World Cup qualifier after receiving de… [+3401 chars]"
NPR	Theater owners love Beyoncé and Taylor Swift's movies as much as fans do	<em>Renaissance: A Film by Beyoncé</em> topped the box office over the weekend but took in far less than <em>Taylor Swift: The Eras Tour</em> did in its opening weekend. Doesn't matter — theater owners still win.	https://www.npr.org/2023/12/04/1216905480/theater-owners-love-beyonce-and-taylor-swifts-movies-as-much-as-fans-do	2023-12-04T10:04:25Z	Renaissance: A Film by Beyoncé topped the box office over the weekend but took in far less than Taylor Swift: The Eras Tour did in its opening weekend. Doesn't matter theater owners still win.
The A.V. Club	Martin Scorsese explains [REDACTED]’s Killers Of The Flower Moon cameo	"""I was taken by the impact of the realization that all of this is reduced to a half-hour piece of entertainment"""	https://www.avclub.com/martin-scorsese-explains-that-killers-of-the-flower-moo-1851029805	2023-11-16T23:46:00Z	"This article discusses the plot and ending of Killers Of The Flower Moon
Martin Scroseses new film, The Killers Of The Flower Moon, is appropriately generating conversationand criticism. The treatme… [+2342 chars]"
ComingSoon.net	Blumhouse’s Imaginary Motion Poster Introduces a Ghastly Teddy Bear, Trailer Date Revealed	"Blumhouse and Lionsgate's Imaginary releases a new motion poster and video promoting the upcoming horror film.
The post Blumhouse’s Imaginary Motion Poster Introduces a Ghastly Teddy Bear, Trailer Date Revealed appeared first on ComingSoon.net - Movie Trailer…"	https://www.comingsoon.net/movies/news/1403979-blumhouses-imaginary-motion-poster-introduces-a-ghastly-teddy-bear-trailer-date-revealed	2023-11-15T19:36:19Z	"A new motion poster for Blumhouses Imaginary introduces horror fans to a ghastly teddy bear named Chauncey.
Lionsgate and Blumhouses Imaginary is coming to United States theaters in March 2024. Whil… [+1713 chars]"
Digital Trends	The best MCU sequels, ranked	While The Marvels isn't one of them, the MCU has produced many great sequels over the years. DT ranks the 10 best Marvel sequels ever.	https://www.digitaltrends.com/movies/the-best-mcu-sequels-ranked/	2023-11-11T17:00:28Z	"Some say the sequels aren’t as good as the original, but the Marvel Cinematic Universe has successfully produced many noteworthy sequels over the years.
Some of these follow-ups have even been label… [+7603 chars]"
GameSpot	The Marvel Cinematic Universe Is Broken, And Marvel Can Only Blame Itself	The hits never stop coming for Marvel during its so-called Multiverse Saga. The Marvel Cinematic Universe juggernaut has spent nearly the entire post-Avengers: Endgame period mired in one mess or another, constantly shuffling around its release schedule and, …	https://www.gamespot.com/articles/the-marvel-cinematic-universe-is-broken-and-marvel-can-only-blame-itself/1100-6519294/	2023-11-17T22:57:00Z	The hits never stop coming for Marvel during its so-called Multiverse Saga. The Marvel Cinematic Universe juggernaut has spent nearly the entire post-Avengers: Endgame period mired in one mess or ano… [+7456 chars]
Eonline.com	Leonardo DiCaprio Raps for Guests at Star-Studded 49th Birthday Party	"Leonardo DiCaprio's birthday is worthy of a Gatsby-level celebration. 
And to ring in his special day, the Oscar winner invited a bevy of A-list stars—including Kim Kardashian, Chris Rock, Snoop..."	https://www.eonline.com/news/1389856/leonardo-dicaprio-raps-for-a-list-guests-at-star-studded-49th-birthday-party	2023-11-14T22:06:25Z	"Leonardo DiCaprio's birthday is worthy of a Gatsby-level celebration. 
And to ring in his special day, the Oscar winner invited a bevy of A-list starsincluding Kim Kardashian, Chris Rock, Snoop Dogg… [+778 chars]"
ComingSoon.net	Five Nights at Freddy’s Box Office Passes Another Milestone	Blumhouse’s Five Nights at Freddy’s movie has moved into the Top 20 best-performing movies of 2023 as it passes a significant milestone at the box office. Pizza Party for Freddy The video game adaptation, which had a budget of just $20 million and was release…	https://www.comingsoon.net/movies/news/1400060-fnaf-box-office-milestone	2023-11-13T15:39:00Z	"Blumhouses Five Nights at Freddys movie has moved into the Top 20 best-performing movies of 2023 as it passes a significant milestone at the box office.
The video game adaptation, which had a budget… [+1208 chars]"
Forbes	Can ‘The Hunger Games’ Prequel Rule The November 2023 Box Office?	Sequels, original family fare, and award season darlings will vie for audience attention through the Thanksgiving holiday.	https://www.forbes.com/sites/markhughes/2023/11/09/can-the-hunger-games-prequel-rule-the-november-2023-box-office/	2023-11-09T17:01:41Z	The Hunger Games: The Ballad of Songbirds &amp; Snakes revives one of the most successful franchises in cinema history this month. But with Marvels latest tentpole, two high-profile animated pictures… [+7468 chars]
/FILM	There's One Thing The Marvels Does Better Than Avengers: Endgame	Avengers: Endgame is way more financially successful than The Marvels, but at least the new film meaningfully addresses the underlying concerns of its villain.	https://www.slashfilm.com/1445835/one-thing-the-marvels-does-better-than-avengers-endgame/	2023-11-14T13:00:14Z	"This post contains spoilers for ""The Marvels.""
In ""The Marvels,"" Captain Marvel, Ms. Marvel, and Monica Rambeau (the latter of whom, we will, in accordance with Kamala Khan, henceforth call ""Profess… [+1279 chars]"
The A.V. Club	The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	https://www.avclub.com/the-marvels-is-headed-for-one-of-the-mcus-all-time-wors-1851014431	2023-11-11T20:21:00Z	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, its hard to deny that the franchises financial issues are becoming more obvious by the week. Thats come into … [+1884 chars]
Just Jared	Leonardo DiCaprio Attends Robbie Robertson's Celebration of Life with 'Killers of the Flower Moon' Collaborators	Leonardo DiCaprio shows his support at the Robbie Robertson: A Celebration of His Life And Music event held at The Village Studios on Wednesday (November 15) in Los Angeles. If you don’t know, Robbie passed away this past August at the age of 80. Robbie and M…	https://www.justjared.com/2023/11/16/leonardo-dicaprio-attends-robbie-robertsons-celebration-of-life-with-killers-of-the-flower-moon-collaborators/	2023-11-16T16:52:11Z	"Leonardo DiCaprio shows his support at the Robbie Robertson: A Celebration of His Life And Music event held at The Village Studios on Wednesday (November 15) in Los Angeles.
If you don’t know, Robbi… [+679 chars]"
Thekitchn.com	10 Brilliant Holiday Decor Ideas Using Items You Already Have	"No need to splurge on festive finds this year!
READ MORE..."	https://www.thekitchn.com/diy-holiday-decor-23605713	2023-11-16T16:45:00Z	"We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.
Decorating for the holidays is easily one of th… [+5365 chars]"
Business Insider	OpenAI investor Vinod Khosla, who's 68, says he still works 80 hours a week and plans to keep investing for the next 25 years	Vinod Khosla, a Silicon Valley investor for almost 40 years, has no plans to slow down.	https://www.businessinsider.com/openai-investor-vinod-khosla-says-he-works-80-hour-weeks-2023-12	2023-12-01T17:45:27Z	"Venture capitalist Vinod Khosla, 68, said he still works 80 hours a week and has no plans to stop investing anytime soon. Steve Jennings/Getty Images for TechCrunch
<ul><li>OpenAI investor Vinod Kho… [+2783 chars]"
Deadline	Contenders Film: Los Angeles Kicks Off Today Spotlighting 28 Awards-Season Movies	Deadline’s Contenders Film: Los Angeles kicks off Saturday morning at 8:30 a.m. PT spotlighting 28 movies, with panel discussions featuring cast and creatives from this awards season’s most talked-about films, including actors scheduled to return to post-stri…	https://deadline.com/2023/11/2023-contenders-film-los-angeles-livesetream-lineup-schedule-1235601163/	2023-11-18T16:00:00Z	Deadline’s Contenders Film: Los Angeles kicks off Saturday morning at 8:30 a.m. PT spotlighting 28 movies, with panel discussions featuring cast and creatives from this awards season’s most talked-ab… [+6952 chars]
/FILM	Bob Iger's 'Supervision' Comment About The Marvels Crossed A Line	On today&amp;#39;s episode of the /Film Daily podcast, Ben and BJ talk about Bob Iger&amp;#39;s absurd comment about The Marvels and whether the Disney CEO is losing his touch.	https://www.slashfilm.com/1460560/bob-iger-supervision-comment-the-marvels-crossed-line/	2023-12-01T21:28:05Z	For years, Bob Iger has been seen as one of the most level-headed and respected studio chiefs in Hollywood. The two-time Walt Disney Company CEO has been widely praised for his shrewd deal-making (th… [+1549 chars]
Livejournal.com	Only One 2023 Movie with a Budget Over $200 Million Has Made a Profit (So Far) This Year	"Only One 2023 Movie with a Budget Over $200 Million Has Made a Profit (So Far) This Year https://t.co/ucNqFWaa1w
— IndieWire (@IndieWire) November 27, 2023 sourcethe year of big budget flopsOut of the 14 movie this year that had a $200M+ budget only one made…"	https://ohnotheydidnt.livejournal.com/127318635.html	2023-11-28T15:34:02Z	"Only One 2023 Movie with a Budget Over $200 Million Has Made a Profit (So Far) This Year https://t.co/ucNqFWaa1w
— IndieWire (@IndieWire) November 27, 2023
sourcethe year of big budget flops
Out o… [+998 chars]"
iMore	Here's how to watch Killers of the Flower Moon at home today — rent or buy	Killers of the Flower Moon is available on streaming today, but not on Apple TV Plus like we all expected.	https://www.imore.com/music-movies-tv/heres-how-to-watch-killers-of-the-flower-moon-at-home-today-rent-or-buy	2023-12-05T11:04:38Z	"Martin Scorsese’s Killers of the Flower Moon
 is finally available on streaming services, but you’ll have to pay to watch the highly-anticipated epic as it’s still unavailable on Apple TV Plus.
Kil… [+2747 chars]"
MobileSyrup	Martin Scorsese’s Killers of the Moon hits Apple TV+ December 5	Apple’s original critically-acclaimed film Killers of the Moon hits Apple TV+ on December 5th. Killers of the Flower Moon is a 2023 American western crime drama based on the 2017 non-fiction book of the same name. It’s set in 1920s Oklahoma and focuses on the…	https://mobilesyrup.com/2023/12/04/killer-of-the-moon-apple-tv-plus-december-5/	2023-12-04T22:55:44Z	"Apple’s original critically-acclaimed film Killers of the Moon hits Apple TV+ on December 5th.
Killers of the Flower Moon is a 2023 American western crime drama based on the 2017 non-fiction book of… [+556 chars]"
The A.V. Club	December's best Blu-ray and 4K UHD releases: Indiana Jones And The Dial Of Destiny, The Creator, and Star Trek: Strange New Worlds	Physical media may be devalued by some in our streaming-dominated world, but you’d be surprised how many great titles are only available on disc. Also, some titles can be so much more rewarding on DVD, Blu-ray, or 4K UHD, especially when they’re loaded with s…	https://www.avclub.com/december-2023s-best-blu-ray-and-4k-uhd-releases-1851032697	2023-11-26T14:00:00Z	Physical media may be devalued by some in our streaming-dominated world, but youd be surprised how many great titles are only available on disc. Also, some titles can be so much more rewarding on DVD… [+532 chars]
/FILM	How To Watch Martin Scorsese's Killers Of The Flower Moon At Home	Martin Scorsese fans can experience one of the most devastating and powerful movies of 2023 all over again when Killers of the Flower Moon hits the home market.	https://www.slashfilm.com/1461620/how-watch-martin-scorsese-killers-of-the-flower-moon-at-home/	2023-12-04T15:12:42Z	"Can you find the wolves in this picture? You'll be able to do exactly that without ever having to step outside the house when ""Killers of the Flower Moon,"" director Martin Scorsese's latest crime epi… [+1249 chars]"
Time	Robert De Niro’s Ex-Assistant Wins $1.2 Million in Gender Discrimination Lawsuit	A jury found one of De Niro’s companies, Canal Productions, responsible for subjecting the actor’s former personal assistant Graham Chase Robinson to a toxic work environment.	https://time.com/6333695/robert-de-niro-assistant-lawsuit-verdict/	2023-11-10T02:30:00Z	"NEW YORK A jury awarded more than $1.2 million to Robert De Niros former personal assistant Thursday, finding one of his companies responsible for subjecting her to a toxic work environment.
While t… [+4583 chars]"
British GQ	Charlie Brooker On 'Be Right Back,' 'Black Mirror's' Softest, Saddest, Strangest Episode	The creator behind Netflix's Black Mirror series, Charlie Brooker, explains season 2 episode 1, the madness of grief, and technology manipulating our emotions.	https://www.gq-magazine.co.uk/article/be-right-back-black-mirror-charlie-brooker-interview	2023-12-06T13:29:56Z	Trusting clumsy, new-fangled technology to handle something as delicate as grief is an algorithm for disaster. With this in mind, Brooker initially went even darker with his plans, imagining the robo… [+2853 chars]
/FILM	Kamala Khan Is The Future Of The MCU – And The Young Avengers May Be Next	The Marvels mixes no bones about giving Kamala Khan a critical role in the future of the Marvel Cinematic Universe, and yes, it seems to include Young Avengers.	https://www.slashfilm.com/1441964/kamala-khan-future-mcu-young-avengers/	2023-11-10T12:00:36Z	"The ending of ""The Marvels"" makes it clear that Kamala is taking up the mantle of Nick Fury for the new Avengers. In a weird way, Marvel already assembling a new Avengers team rather than rebuilding … [+1559 chars]"
Biztoc.com	PGA Awards: Martin Scorsese Tapped for David O. Selznick Award in Recognition of Producing Achievements	Martin Scorsese, the legendary filmmaker currently generating awards buzz for his Apple film Killers of the Flower Moon, has been tapped by the Producers Guild of America to receive the David O. Selznick Achievement Award, which recognizes producers for their…	https://biztoc.com/x/4494b51f76c04816	2023-12-07T20:34:13Z	Martin Scorsese, the legendary filmmaker currently generating awards buzz for his Apple film Killers of the Flower Moon, has been tapped by the Producers Guild of America to receive the David O. Selz… [+320 chars]
ComingSoon.net	Killers of the Flower Moon Writer Hired by Denis Villeneuve for Mystery Space Movie	Killers of the Flower Moon writer Eric Roth recently revealed that he has written a mysterious movie for Dune director Denis Villeneuve. During a recent appearance on the “A Script Apart” podcast, Roth said that he isn’t sure what will happen with the project…	https://www.comingsoon.net/movies/news/1416072-killers-of-the-flower-moon-writer-hired-by-denis-villeneuve-for-mystery-space-movie	2023-11-27T22:41:05Z	"Killers of the Flower Moon writer Eric Roth recently revealed that he has written a mysterious movie for Dune director Denis Villeneuve.
During a recent appearance on the A Script Apart podcast, Rot… [+1513 chars]"
IndieWire	Martin Scorsese to Be Honored with David O. Selznick Achievement Award at 2024 PGA Awards	"The Producers Guild of America announced that the ""Killers of the Flower Moon"" filmmaker will receive the prestigious David O. Selznick Achievement Award at the 35th annual Producers Guild Awards."	https://www.indiewire.com/awards/industry/martin-scorsese-david-o-selznick-award-2024-pga-awards-1234933396/	2023-12-07T22:10:51Z	The Producers Guild of America (PGA) has officially kicked off the announcements for the 35th annual Producers Guild Awards on Thursday, December 7 with the news that Academy Award-winning filmmaker … [+2154 chars]
ComingSoon.net	Beyoncé Renaissance Box Office Prediction: Will It Beat the Taylor Swift Eras Tour?	With the Beyoncé Renaissance tour movie heading to the theaters, many fans are interested in the box office projections around it. Is the movie predicted to beat Taylor Swift: The Eras Tour? Here’s all you need to know.   How Much Money is Beyoncé’s Renaissan…	https://www.comingsoon.net/guides/news/1415650-beyonce-renaissance-box-office-prediction-taylor-swift-eras-tour	2023-11-27T14:12:24Z	With the Beyoncé Renaissance tour movie heading to the theaters, many fans are interested in the box office projections around it. Is the movie predicted to beat Taylor Swift: The Eras Tour? Heres al… [+1647 chars]
The A.V. Club	An extended Taylor Swift: The Eras Tour will soon be available to watch at home	For any Swifties who haven’t been able to make it to a theater yet, or want to watch Taylor Swift: The Eras Tour again (and again and again) from the comfort of your own home, your wildest dreams are about to be answered. In a social media post this morning, …	https://www.avclub.com/taylor-swift-the-eras-tour-movie-vod-soon-1851048655	2023-11-27T14:02:00Z	For any Swifties who havent been able to make it to a theater yet, or want to watch Taylor Swift: The Eras Tour again (and again and again) from the comfort of your own home, your wildest dreams are … [+798 chars]
Gizmodo.com	Damn, What Does Disney Have Against Nia DaCosta?	The Marvels is likely going to end up one of Marvel Studios’ worst-performing films in a considerable period of time—and at a time when people are largely questioning the direction of a franchise that has dominated cinema for 15 years, that’s not an ideal bit…	https://gizmodo.com/the-marvels-bob-iger-nia-dacosta-mcu-disney-marvel-1851061428	2023-11-30T16:30:00Z	The Marvelsis likely going to end up one of Marvel Studios worst-performing films in a considerable period of timeand at a time when people are largely questioning the direction of a franchise that h… [+4449 chars]
Forbes	‘Five Nights At Freddy’s’ Has Now Outgrossed ‘The Flash’ Globally	Five Nights at Freddy’s has now outgrossed The Flash’s worldwide box office, hitting $271 million to The Flash’s $270 million.	https://www.forbes.com/sites/paultassi/2023/11/20/five-nights-at-freddys-has-now-outgrossed-the-flash-globally/	2023-11-20T13:42:07Z	"Five Nights at Freddy's
Universal
If Barbie and Oppenheimer werent enough to show you that 2023 is the generally year of the not superhero movies, perhaps this new item will change your mind. That … [+2273 chars]"
ESPN	What's happened in sports and pop culture since Georgia's last loss	Alabama handed Georgia its first loss since the SEC championship game on Dec. 4, 2021, snapping the Bulldogs' 29-game winning streak.	https://www.espn.com/nfl/story/_/id/39029663/georgia-bulldogs-alabama-crimson-tide-last-loss	2023-12-03T03:05:23Z	The No. 8 Alabama Crimson Tide defeated the top-ranked Georgia Bulldogs27-24 on Saturday to win their 11th SEC championship. It was the ninth time that Nick Saban beat an AP No. 1 opponent. No other … [+3189 chars]
HuffPost	Furious De Niro Realizes Anti-Trump Lines Cut From Teleprompter Mid-Speech	"""How dare they do that, actually?” the ""Killers of the Flower Moon"" star said on stage at the Gotham Awards before reading the remarks from his phone anyway."	https://www.huffpost.com/entry/robert-de-niro-gotham-awards-teleprompter_n_6565d48ee4b0f35896f75bca	2023-11-28T12:30:58Z	Robert De Niro expressed his anger on stage at the 33rd Gotham Awards on Monday after anti-Donald Trump comments hed prepared to say during a speech about his latest film, the Martin Scorsese-directe… [+4300 chars]
IndieWire	Timothée Chalamet Sings of a ‘World of Shameless Self-Promotion’ Post-Strike and Is a Sleep Demon Troye Sivan on ‘SNL’	"The episode's standout features Chalamet as the ""gay-famous"" Australian pop star."	https://www.indiewire.com/news/general-news/timothee-chalamet-snl-best-moments-cold-open-1234925624/	2023-11-12T13:32:30Z	"Is Troye Sivan more than just… “gay-famous”?
“Saturday Night Live” made that case on the fourth episode of Season 49 when Timothée Chalamet, making his second appearance as a host in Studio 8H, took… [+1695 chars]"
Polygon	The big questions we had after The Marvels, and a few answers	What was up with Dar-Benn (not Darbin!), Maria Rambeau, Monica’s costume, Captain Marvel’s MCU timeline, the Secret Invasion connections, and more.	https://www.polygon.com/23955522/marvels-dar-benn-flerkens-ultimate-weapon-aladna	2023-11-10T19:02:12Z	The Marvels is the most unexpected fun weve had at a Marvel Cinematic Universe movie in a while, but the admittedly rushed, choppy storyline left us with some questions. What was Dar-Benns whole deal… [+7917 chars]
/FILM	Where Does Iman Vellani Think Marvel Can Improve? Start With The Fandom [Exclusive]	The Marvels star Iman Vellani has faith in the Marvel Cinematic Universe. If only the fans would &amp;#39;let them cook.&amp;#39;	https://www.slashfilm.com/1447086/iman-vellani-marvel-fans-must-improve/	2023-11-15T19:00:00Z	"It's a shame that Nia DaCosta's ""The Marvels"" failed to draw in mainstream moviegoers because, despite the film's flaws, they're missing out on a star-making performance from Iman Vellani, who steals… [+1257 chars]"
iPhone in Canada	Killers of the Flower Moon Now Available Digitally and PVOD in Canada	"Killers of the Flower Moon, is now available digitally and as a premium on-demand (PVOD) purchase in Canada.
The post Killers of the Flower Moon Now Available Digitally and PVOD in Canada first appeared on iPhone in Canada Blog."	https://www.iphoneincanada.ca/2023/12/05/killers-of-the-flower-moon-digital-pvod-canada/	2023-12-05T12:35:30Z	"Killers of the Flower Moon, the latest film from Martin Scorsese, is now available digitally and as a premium on-demand (PVOD) purchase in Canada.
Following a brief month and a half in theatres, Kil… [+1408 chars]"
HuffPost	Martin Scorsese Hilariously Admits He’s ‘Tricked Into’ Making TikToks With Daughter Francesca	“I didn’t know those things go viral,” the iconic filmmaker said.	https://www.huffpost.com/entry/martin-scorsese-tricked-into-making-tiktoks-with-daughter-francesca_n_65564e4de4b05723e4bc3d36	2023-11-17T02:09:20Z	"Martin Scorsese and his daughter Francesca Scorsese have garnered millions of views on their TikTok videos together.
The internet is pretty happy that acclaimed filmmaker Martin Scorsese has branche… [+2383 chars]"
Screen Rant	Why De Niro Paddles DiCaprio In Killers Of The Flower Moon Explained By Scorsese	Martin Scorsese explains why he felt it necessary to show Robert De Niro's character paddling Leonardo DiCaprio in Killers of the Flower Moon.	https://screenrant.com/killers-flower-moon-de-niro-paddles-dicaprio-scorsese-explained/	2023-11-15T20:05:41Z	"Summary
<ul><li> Martin Scorsese confirms that the paddle did break in a jarring scene between Robert De Niro and Leonardo DiCaprio, emphasizing the necessity of including rituals from both the Osag… [+3615 chars]"
The New Yorker	The Best Movies of 2023	Richard Brody on his favorite films of 2023, including “Killers of the Flower Moon,” “Asteroid City,” and “Barbie.”	https://www.newyorker.com/culture/2023-in-review/the-best-movies-of-2023	2023-12-01T11:00:00Z	The particularity of the current political moment can be seen if one compares the tag scene at the end of Scorseses Killers of the Flower Moon with the one at the end of a film he made a decade ago, … [+6765 chars]
/FILM	The Marvels Star Iman Vellani Talks Working With Kittens, Young Avengers & More [Exclusive Interview]	We spoke with The Marvels star Iman Vellani about working with kittens, teasing the Young Avengers, deleted scenes, and who her own personal Captain Marvel is.	https://www.slashfilm.com/1446432/the-marvels-iman-vellani-interview-kittens-young-avengers-credits-scene/	2023-11-14T18:00:31Z	"I have to say, I'm so glad that the actors' strike ended and you were able to talk about this movie. Because after seeing how great you were in it, I was just like, ""Man, it would be a total bummer i… [+3204 chars]"
CNET	Paramount Plus Black Friday Deal: Get 3 Months for $6 - CNET	Eligible subscribers can get a discount on Paramount Plus Essential or Paramount Plus with Showtime.	https://www.cnet.com/deals/paramount-plus-black-friday-deal-get-3-months-for-6/	2023-11-20T22:14:00Z	"If you thought Black Friday started closer to, well, Friday, some streaming services are pushing back on the routine.
Are early Black Friday sales a good time to buy?Many retailers start ""Black Frid… [+1592 chars]"
Deadline	Stride Management Signs ‘Killers Of The Flower Moon’s Cara Jade Myers	EXCLUSIVE: After being seen starring alongside Leonardo DiCaprio, Robert De Niro, Lily Gladstone and more in Martin Scorsese’s historical epic Killers of the Flower Moon, based on the work of non-fiction by David Grann, actress Cara Jade Myers has signed with…	https://deadline.com/2023/12/cara-jade-myers-signs-stride-management-1235651283/	2023-12-04T20:55:41Z	EXCLUSIVE: After being seen starring alongside Leonardo DiCaprio, Robert De Niro, Lily Gladstone and more in Martin Scorsese’s historical epic Killers of the Flower Moon, based on the work of non-fic… [+1374 chars]
NPR	How do you make peace with your shortcomings? This man has an answer	Comedian Duncan Trussell speaks on the value of transcendent experiences and how he thinks about life after death.	https://www.npr.org/2023/11/19/1213744622/duncan-trussell-comedy-death-life-wisdom	2023-11-19T11:00:51Z	"Duncan Trussell says there is value in transcendent experiences.
Emma McIntyre/Getty Images
It's almost Thanksgiving, which means I am fully within my rights to deploy a holiday metaphor. And I thi… [+11154 chars]"
Yahoo Entertainment	Apple’s latest tvOS beta kills the iTunes Movies and TV shows apps	Apple’s latest tvOS beta suggests the iTunes Movies and TV Shows apps on Apple TV are on their way out. 9to5Mac reports the set-top box’s former home of streaming purchases and rentals is no longer in the tvOS 17.2 release candidate (RC), now available to dev…	https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a6ce7675-a445-4dce-80eb-32d4aad527be	2023-12-06T19:20:56Z	Si vous cliquez sur « Tout accepter », nos partenaires (y compris 241 qui font partie du Cadre de transparence et de consentement dIAB) et nous utiliserons également des témoins et vos données person… [+982 chars]
Ghacks Technology News	Fans are still waiting for Ticketet's systems to open	"About 3 months before the Australian leg of Taylor Swift's Eras Tour, Swifties are not smiling again because Ticketek Marketplace not working at the moment. Ticketek, a well-established Australian ticket provider, was […]
Thank you for being a Ghacks reader. …"	https://www.ghacks.net/2023/11/24/ticketek-marketplace-not-working-how-to-get-taylor-swift-concert-resale/	2023-11-24T09:24:02Z	"Our team is always looking for things we think our readers will value. We have received compensation for publishing this article.
 About 3 months before the Australian leg of Taylor Swift's Eras Tou… [+3221 chars]"
IndieWire	See Who Won Big at the Critics Choice Documentary Awards (Winners List Updating Live)	The first major documentary showcase of award season kicks off at New York's Edison Ballroom tonight.	https://www.indiewire.com/awards/results/2023-critics-choice-documentary-awards-winners-list-1234925712/	2023-11-13T00:21:46Z	One of the first big nights of the 2023 award season is set to take place tonight when the Critics Choice Documentary Awards kick off from the Edison Ballroom in Manhattan. The show, which is hosted … [+6837 chars]
The A.V. Club	May the weekend box office be ever in The Ballad Of Songbirds And Snakes’ favor	After a couple of slow weekends at the domestic box office, things have bounced back nicely thanks to four pretty big new releases that mostly did okay (and one movie with a limited rollout that did relatively good). The biggest of those big new releases is H…	https://www.avclub.com/ballad-of-songbirds-and-snakes-weekend-box-office-1851034814	2023-11-19T22:10:00Z	After a couple of slow weekends at the domestic box office, things have bounced back nicely thanks to four pretty big new releases that mostly did okay (and one movie with a limited rollout that did … [+1551 chars]
Just Jared	Robert De Niro Says His Anti-Trump Comments Were Edited Out of Gotham Awards Speech	Robert De Niro‘s speech at the 2023 Gotham Awards did not go as planned. The 80-year-old actor was present at the event on Monday (November 27) in New York City to present the Historical Icon and Creator Tribute award for Martin Scorsese‘s Killers of the Flow…	https://www.justjared.com/2023/11/27/robert-de-niro-says-his-anti-trump-comments-were-edited-out-of-gotham-awards-speech/	2023-11-28T04:35:51Z	"Robert De Niro‘s speech at the 2023 Gotham Awards did not go as planned. 
The 80-year-old actor was present at the event on Monday (November 27) in New York City to present the Historical Icon and C… [+1989 chars]"
Vanity Fair	Lily Gladstone Wins Big at the Star-Studded Gotham Awards	On the scene at awards season’s unofficial kickoff, where ‘Past Lives,’ Charles Melton, and ‘Anatomy of a Fall’ got early boosts.	https://www.vanityfair.com/hollywood/photos/lily-gladstone-wins-big-at-the-star-studded-gotham-awards-2023	2023-11-28T18:23:30Z	Thats a fucking great movie, Bob Odenkirk, who attended the 33rd annual Gotham Awards for the first time as a presenter, exclaimed when a clip from Anatomy of a Fall played during Mondays ceremony. T… [+3320 chars]
Business Insider	A career trend to bet on	The creator economy is too large to ignore. And it's not just influencers cashing in. An industry has built up to support social-media stars.	https://www.businessinsider.com/news-today-november-17-creator-economy-business-social-media-2023-11	2023-11-17T14:00:14Z	"A stock image shows a social media influencer making content.Getty Images
<ul>
<li>This post originally appeared in the Insider Today newsletter.</li>
<li>You can sign up for Insider's daily newslet… [+7785 chars]"
